,geo_id,% of Population Identifying as Black,Census tract,geometry
299,1400000US42003513000,68.6,513000,"MULTIPOLYGON (((-79.872022 40.412568, -79.87013 40.413713, -79.869512 40.414043, -79.86451700000001 40.411392, -79.86094 40.411745, -79.86055 40.409023, -79.858801 40.409021, -79.85685700000001 40.409018, -79.852959 40.408972, -79.85181300000001 40.40981, -79.852891 40.405605, -79.85261300000001 40.405044, -79.851015 40.404004, -79.85039500000001 40.403615, -79.847561 40.402846, -79.84636999999999 40.401769, -79.84550400000001 40.399054, -79.846419 40.393965, -79.846633 40.393702, -79.852345 40.39431, -79.852875 40.392733, -79.852031 40.390205, -79.853443 40.388406, -79.854501 40.38877, -79.864108 40.392268, -79.858768 40.398358, -79.86449500000001 40.402435, -79.865084 40.403353, -79.86531600000001 40.404232, -79.865408 40.404975, -79.865447 40.406872, -79.86691999999999 40.408574, -79.871335 40.411718, -79.872022 40.412568)))"
300,1400000US42003513800,70.1,513800,"MULTIPOLYGON (((-79.879436 40.404232, -79.875418 40.406963, -79.87460799999999 40.407535, -79.87367500000001 40.408782, -79.87300399999999 40.409683, -79.871335 40.411718, -79.86691999999999 40.408574, -79.865447 40.406872, -79.865408 40.404975, -79.86531600000001 40.404232, -79.865084 40.403353, -79.86449500000001 40.402435, -79.858768 40.398358, -79.864108 40.392268, -79.866608 40.393547, -79.872381 40.397819, -79.874691 40.400118, -79.875265 40.400702, -79.87674 40.402196, -79.879436 40.404232)))"
301,1400000US42003514000,80.2,514000,"MULTIPOLYGON (((-79.890624 40.4104, -79.888684 40.415087, -79.887258 40.416874, -79.887085 40.41684, -79.88319300000001 40.415994, -79.882165 40.415913, -79.879615 40.414803, -79.876606 40.414082, -79.87524500000001 40.413918, -79.874351 40.413713, -79.872022 40.412568, -79.871335 40.411718, -79.87300399999999 40.409683, -79.87367500000001 40.408782, -79.87460799999999 40.407535, -79.875418 40.406963, -79.879436 40.404232, -79.881061 40.40543, -79.884511 40.407191, -79.889878 40.409886, -79.890624 40.4104)))"
302,1400000US42003515100,59.2,515100,"MULTIPOLYGON (((-79.88732899999999 40.420687, -79.886675 40.4232, -79.88636200000001 40.424198, -79.886185 40.423963, -79.88600099999999 40.424518, -79.88557299999999 40.423012, -79.883757 40.422645, -79.88369299999999 40.422741, -79.88115999999999 40.422001, -79.880262 40.421736, -79.878934 40.422, -79.877416 40.421668, -79.877285 40.422351, -79.87351700000001 40.422841, -79.87381999999999 40.422213, -79.87387 40.420482, -79.872794 40.418578, -79.871983 40.416683, -79.869512 40.416183, -79.86769 40.415125, -79.869512 40.414043, -79.87013 40.413713, -79.872022 40.412568, -79.874351 40.413713, -79.87524500000001 40.413918, -79.876606 40.414082, -79.879615 40.414803, -79.882165 40.415913, -79.88319300000001 40.415994, -79.887085 40.41684, -79.886269 40.418668, -79.88711000000001 40.419884, -79.88732899999999 40.420687)))"
303,1400000US42003515200,18.6,515200,"MULTIPOLYGON (((-79.88600099999999 40.424518, -79.885212 40.426901, -79.88296800000001 40.426757, -79.881494 40.426073, -79.879852 40.428519, -79.875826 40.428079, -79.87397900000001 40.423971, -79.873733 40.42354, -79.87351700000001 40.422841, -79.877285 40.422351, -79.877416 40.421668, -79.878934 40.422, -79.880262 40.421736, -79.88115999999999 40.422001, -79.88369299999999 40.422741, -79.883757 40.422645, -79.88557299999999 40.423012, -79.88600099999999 40.424518)))"
304,1400000US42003515300,37.6,515300,"MULTIPOLYGON (((-79.899272 40.417056, -79.898872 40.41885, -79.89747300000001 40.42007, -79.895129 40.421133, -79.893873 40.421674, -79.891032 40.422908, -79.887623 40.424239, -79.88800999999999 40.424678, -79.886645 40.424645, -79.88636200000001 40.424198, -79.886675 40.4232, -79.88732899999999 40.420687, -79.88711000000001 40.419884, -79.886269 40.418668, -79.887085 40.41684, -79.887258 40.416874, -79.888684 40.415087, -79.890624 40.4104, -79.894102 40.412556, -79.89493 40.41312, -79.89652599999999 40.414186, -79.897893 40.414954, -79.89962300000001 40.41545, -79.899272 40.417056)))"
305,1400000US42003515401,4.7,515401,"MULTIPOLYGON (((-79.898872 40.41885, -79.897203 40.42606, -79.89671199999999 40.42646, -79.89507 40.42592, -79.891006 40.427197, -79.89218 40.427888, -79.893762 40.426922, -79.895096 40.428166, -79.89708299999999 40.427785, -79.895808 40.433858, -79.895731 40.434225, -79.895568 40.434962, -79.89503000000001 40.434179, -79.89456300000001 40.43353, -79.89210199999999 40.429576, -79.892386 40.428475, -79.892032 40.428111, -79.89125199999999 40.427723, -79.88800999999999 40.424678, -79.887623 40.424239, -79.891032 40.422908, -79.893873 40.421674, -79.895129 40.421133, -79.89747300000001 40.42007, -79.898872 40.41885)))"
306,1400000US42003516100,2.4,516100,"MULTIPOLYGON (((-79.894053 40.433744, -79.892591 40.434361, -79.890643 40.435176, -79.889752 40.435544, -79.88578200000001 40.436843, -79.88517899999999 40.433864, -79.884995 40.432951, -79.88462699999999 40.430376, -79.885212 40.426901, -79.88600099999999 40.424518, -79.886185 40.423963, -79.88636200000001 40.424198, -79.886645 40.424645, -79.88800999999999 40.424678, -79.89125199999999 40.427723, -79.892032 40.428111, -79.892386 40.428475, -79.89210199999999 40.429576, -79.89456300000001 40.43353, -79.894053 40.433744)))"
307,1400000US42003516200,7.2,516200,"MULTIPOLYGON (((-79.885609 40.436801, -79.882656 40.436087, -79.882215 40.435821, -79.879181 40.43399, -79.877533 40.435505, -79.87418 40.435264, -79.87219399999999 40.43375, -79.87368499999999 40.430849, -79.874764 40.429374, -79.875826 40.428079, -79.879852 40.428519, -79.881494 40.426073, -79.88296800000001 40.426757, -79.885212 40.426901, -79.88462699999999 40.430376, -79.884995 40.432951, -79.88517899999999 40.433864, -79.88578200000001 40.436843, -79.885609 40.436801)))"
308,1400000US42003517000,33.5,517000,"MULTIPOLYGON (((-79.874764 40.429374, -79.87368499999999 40.430849, -79.87219399999999 40.43375, -79.86884499999999 40.432211, -79.871094 40.432052, -79.87045999999999 40.429936, -79.871047 40.427586, -79.872347 40.426906, -79.868571 40.424592, -79.867901 40.423444, -79.865089 40.422642, -79.864006 40.422449, -79.861456 40.421608, -79.859701 40.420722, -79.858203 40.421105, -79.851519 40.418367, -79.85238200000001 40.417125, -79.849896 40.415543, -79.85068099999999 40.414324, -79.849042 40.411725, -79.85095099999999 40.410447, -79.85181300000001 40.40981, -79.852959 40.408972, -79.85685700000001 40.409018, -79.858801 40.409021, -79.86055 40.409023, -79.86094 40.411745, -79.86451700000001 40.411392, -79.869512 40.414043, -79.86769 40.415125, -79.869512 40.416183, -79.871983 40.416683, -79.872794 40.418578, -79.87387 40.420482, -79.87381999999999 40.422213, -79.87351700000001 40.422841, -79.873733 40.42354, -79.87397900000001 40.423971, -79.875826 40.428079, -79.874764 40.429374)))"
309,1400000US42003518001,5.2,518001,"MULTIPOLYGON (((-79.871047 40.427586, -79.87045999999999 40.429936, -79.871094 40.432052, -79.86884499999999 40.432211, -79.86675 40.431325, -79.86555199999999 40.432888, -79.861498 40.438222, -79.85736900000001 40.434874, -79.856088 40.43378, -79.853646 40.435616, -79.852007 40.43689, -79.84830599999999 40.434285, -79.84788399999999 40.433925, -79.848451 40.433598, -79.851635 40.431344, -79.851838 40.429929, -79.851018 40.42713, -79.849529 40.422901, -79.85084500000001 40.420436, -79.850414 40.420128, -79.85011799999999 40.419874, -79.85003 40.419786, -79.85117 40.418368, -79.85238200000001 40.417125, -79.851519 40.418367, -79.858203 40.421105, -79.859701 40.420722, -79.861456 40.421608, -79.864006 40.422449, -79.865089 40.422642, -79.867901 40.423444, -79.868571 40.424592, -79.872347 40.426906, -79.871047 40.427586)))"
310,1400000US42003519000,17.5,519000,"MULTIPOLYGON (((-79.86510800000001 40.437452, -79.861605 40.439392, -79.862095 40.44153, -79.85788599999999 40.442868, -79.858501 40.445163, -79.854044 40.445815, -79.85419400000001 40.451203, -79.854219 40.452819, -79.844323 40.449646, -79.84374 40.45074, -79.84044799999999 40.449854, -79.835346 40.44507, -79.82952 40.444314, -79.82836399999999 40.444355, -79.82732 40.444994, -79.82744700000001 40.444484, -79.82774000000001 40.441585, -79.824713 40.440901, -79.82614599999999 40.439067, -79.820982 40.433789, -79.82092400000001 40.433225, -79.823373 40.430865, -79.827027 40.432015, -79.83004699999999 40.430812, -79.82766100000001 40.429645, -79.826435 40.425943, -79.826374 40.425719, -79.828801 40.42584, -79.82969 40.423168, -79.83131899999999 40.422944, -79.829921 40.427494, -79.831806 40.430437, -79.833724 40.428726, -79.835657 40.428585, -79.837541 40.428476, -79.843884 40.428124, -79.84483400000001 40.429304, -79.847161 40.428566, -79.848868 40.430708, -79.848451 40.433598, -79.84788399999999 40.433925, -79.84830599999999 40.434285, -79.852007 40.43689, -79.853646 40.435616, -79.856088 40.43378, -79.85736900000001 40.434874, -79.861498 40.438222, -79.863438 40.43782, -79.864604 40.437561, -79.86510800000001 40.437452)))"
311,1400000US42003520001,16,520001,"MULTIPOLYGON (((-79.83004699999999 40.430812, -79.827027 40.432015, -79.823373 40.430865, -79.82092400000001 40.433225, -79.820982 40.433789, -79.82614599999999 40.439067, -79.824713 40.440901, -79.82774000000001 40.441585, -79.82744700000001 40.444484, -79.82732 40.444994, -79.819733 40.443109, -79.81393300000001 40.441568, -79.812865 40.441285, -79.80504500000001 40.439208, -79.802667 40.43858, -79.80293500000001 40.436672, -79.804535 40.434152, -79.80255200000001 40.432313, -79.80206699999999 40.431957, -79.803448 40.4269, -79.808009 40.425088, -79.809617 40.423501, -79.81081 40.422825, -79.811432 40.422743, -79.813114 40.42172, -79.816057 40.41981, -79.818164 40.417647, -79.820865 40.416793, -79.820786 40.417445, -79.82261200000001 40.416541, -79.822891 40.416539, -79.823345 40.416916, -79.82282499999999 40.417285, -79.82161499999999 40.41779, -79.82303 40.417719, -79.82444599999999 40.418061, -79.827108 40.422547, -79.826374 40.425719, -79.826435 40.425943, -79.82766100000001 40.429645, -79.83004699999999 40.430812)))"
312,1400000US42003520002,25.6,520002,"MULTIPOLYGON (((-79.84483400000001 40.429304, -79.843884 40.428124, -79.837541 40.428476, -79.835657 40.428585, -79.833724 40.428726, -79.831806 40.430437, -79.829921 40.427494, -79.83131899999999 40.422944, -79.82969 40.423168, -79.828801 40.42584, -79.826374 40.425719, -79.827108 40.422547, -79.82444599999999 40.418061, -79.82303 40.417719, -79.82161499999999 40.41779, -79.82282499999999 40.417285, -79.823345 40.416916, -79.822891 40.416539, -79.82261200000001 40.416541, -79.820786 40.417445, -79.820865 40.416793, -79.821305 40.416739, -79.823233 40.416193, -79.82485800000001 40.412584, -79.82670400000001 40.413892, -79.827477 40.410062, -79.830929 40.410634, -79.831351 40.41038, -79.833352 40.408839, -79.833322 40.405327, -79.837153 40.402464, -79.838263 40.405174, -79.83897 40.405792, -79.833961 40.409459, -79.837012 40.412945, -79.83837699999999 40.415077, -79.83897399999999 40.414873, -79.83862499999999 40.415297, -79.83985199999999 40.41757, -79.841521 40.419014, -79.84102799999999 40.419526, -79.841424 40.420133, -79.841965 40.420788, -79.843042 40.422163, -79.843183 40.422717, -79.843346 40.423492, -79.843593 40.424496, -79.847161 40.428566, -79.84483400000001 40.429304)))"
313,1400000US42003521100,23.7,521100,"MULTIPOLYGON (((-79.797606 40.44249, -79.797059 40.443775, -79.796342 40.446163, -79.79667000000001 40.448677, -79.79625299999999 40.450133, -79.792878 40.451566, -79.787204 40.453137, -79.78215400000001 40.456904, -79.781094 40.458945, -79.779279 40.459892, -79.779298 40.460953, -79.773906 40.459653, -79.771424 40.460229, -79.769403 40.460865, -79.76814 40.461953, -79.762074 40.461814, -79.759567 40.460388, -79.75859800000001 40.459863, -79.75779300000001 40.458552, -79.75783699999999 40.457965, -79.76011099999999 40.455799, -79.762244 40.449183, -79.76416399999999 40.447307, -79.764663 40.446079, -79.76483399999999 40.44584, -79.76669099999999 40.444004, -79.77102600000001 40.444676, -79.777818 40.443915, -79.778194 40.443855, -79.78899 40.442214, -79.79789 40.441933, -79.797606 40.44249)))"
314,1400000US42003521200,9.4,521200,"MULTIPOLYGON (((-79.821305 40.416739, -79.820865 40.416793, -79.818164 40.417647, -79.816057 40.41981, -79.813114 40.42172, -79.811432 40.422743, -79.81081 40.422825, -79.809617 40.423501, -79.808009 40.425088, -79.803448 40.4269, -79.80206699999999 40.431957, -79.80255200000001 40.432313, -79.804535 40.434152, -79.80293500000001 40.436672, -79.802667 40.43858, -79.80034999999999 40.439509, -79.801973 40.440187, -79.79789 40.441933, -79.78899 40.442214, -79.778194 40.443855, -79.777818 40.443915, -79.77102600000001 40.444676, -79.76669099999999 40.444004, -79.766712 40.441527, -79.76899299999999 40.438701, -79.76946 40.438022, -79.7724 40.436184, -79.772994 40.436466, -79.776472 40.437484, -79.779144 40.437076, -79.783102 40.434625, -79.78334099999999 40.433462, -79.78582 40.430304, -79.78814199999999 40.427298, -79.78869400000001 40.426592, -79.789661 40.425658, -79.791194 40.423893, -79.79263899999999 40.420515, -79.796954 40.41676, -79.799733 40.415976, -79.800684 40.414264, -79.80100899999999 40.413138, -79.80182499999999 40.411378, -79.801599 40.409052, -79.80432999999999 40.40533, -79.804687 40.401988, -79.80404 40.400724, -79.80413900000001 40.39968, -79.80436400000001 40.398431, -79.804846 40.398524, -79.80543299999999 40.398631, -79.80645199999999 40.396805, -79.80916999999999 40.397036, -79.81360599999999 40.401038, -79.814993 40.401185, -79.811775 40.403355, -79.81304799999999 40.405494, -79.815433 40.40563, -79.81187 40.409699, -79.811037 40.411262, -79.81052 40.411596, -79.80962 40.412304, -79.812275 40.413778, -79.810652 40.416389, -79.81165799999999 40.417861, -79.81377999999999 40.418119, -79.81851399999999 40.415483, -79.818951 40.415918, -79.821804 40.416307, -79.821305 40.416739)))"
315,1400000US42003521301,15.8,521301,"MULTIPOLYGON (((-79.777553 40.40033, -79.774186 40.400579, -79.77537599999999 40.402217, -79.77267399999999 40.400693, -79.771664 40.399859, -79.772291 40.401698, -79.76967999999999 40.404503, -79.769499 40.40547, -79.769419 40.405979, -79.769868 40.408022, -79.771486 40.410405, -79.773228 40.409553, -79.775407 40.410281, -79.77275400000001 40.414545, -79.775666 40.413974, -79.776763 40.417302, -79.776532 40.417964, -79.775869 40.419039, -79.773256 40.422335, -79.772891 40.422901, -79.77200499999999 40.424543, -79.768089 40.427591, -79.767019 40.427808, -79.765883 40.427915, -79.765531 40.42802, -79.76368100000001 40.429017, -79.762541 40.429965, -79.76165899999999 40.430525, -79.761312 40.430913, -79.760232 40.433285, -79.761825 40.43309, -79.764426 40.434061, -79.77107700000001 40.435723, -79.7724 40.436184, -79.76946 40.438022, -79.76899299999999 40.438701, -79.766712 40.441527, -79.76669099999999 40.444004, -79.76346700000001 40.442635, -79.76060200000001 40.440611, -79.75828799999999 40.438935, -79.75486600000001 40.437685, -79.752382 40.434072, -79.751699 40.432238, -79.75123499999999 40.429771, -79.750332 40.42368, -79.74966499999999 40.422269, -79.74947400000001 40.420269, -79.749623 40.419824, -79.750576 40.417998, -79.752202 40.417029, -79.752227 40.416726, -79.752195 40.416068, -79.752185 40.414876, -79.75262600000001 40.412774, -79.75329600000001 40.411215, -79.755737 40.410014, -79.757278 40.407529, -79.756933 40.403294, -79.757327 40.402346, -79.759198 40.401557, -79.761715 40.400405, -79.762855 40.397567, -79.764793 40.395258, -79.764906 40.392913, -79.76608299999999 40.391133, -79.76586500000001 40.389422, -79.765595 40.388583, -79.765342 40.38798, -79.764939 40.38721, -79.76542600000001 40.385311, -79.76817200000001 40.386566, -79.769178 40.388281, -79.773672 40.394888, -79.777091 40.398873, -79.778871 40.398946, -79.777553 40.40033)))"
316,1400000US42003521302,11.1,521302,"MULTIPOLYGON (((-79.80432999999999 40.40533, -79.801599 40.409052, -79.80182499999999 40.411378, -79.80100899999999 40.413138, -79.800684 40.414264, -79.799733 40.415976, -79.796954 40.41676, -79.79263899999999 40.420515, -79.791194 40.423893, -79.789661 40.425658, -79.78869400000001 40.426592, -79.78814199999999 40.427298, -79.78582 40.430304, -79.78334099999999 40.433462, -79.783102 40.434625, -79.779144 40.437076, -79.776472 40.437484, -79.772994 40.436466, -79.7724 40.436184, -79.77107700000001 40.435723, -79.764426 40.434061, -79.761825 40.43309, -79.760232 40.433285, -79.761312 40.430913, -79.76165899999999 40.430525, -79.762541 40.429965, -79.76368100000001 40.429017, -79.765531 40.42802, -79.765883 40.427915, -79.767019 40.427808, -79.768089 40.427591, -79.77200499999999 40.424543, -79.772891 40.422901, -79.773256 40.422335, -79.775869 40.419039, -79.779861 40.422399, -79.78129800000001 40.419025, -79.77752700000001 40.418115, -79.778361 40.416131, -79.77785299999999 40.416197, -79.776973 40.416883, -79.77964 40.410552, -79.77925399999999 40.409676, -79.779883 40.407606, -79.78309 40.404343, -79.782725 40.403928, -79.78325599999999 40.402649, -79.78505699999999 40.400418, -79.777957 40.401779, -79.778347 40.400628, -79.777553 40.40033, -79.778871 40.398946, -79.781527 40.396865, -79.788285 40.39634, -79.788517 40.397816, -79.79203200000001 40.397859, -79.793515 40.395801, -79.798011 40.393992, -79.80144799999999 40.394117, -79.801468 40.394633, -79.802429 40.395834, -79.80453300000001 40.396796, -79.80436400000001 40.398431, -79.80413900000001 40.39968, -79.80404 40.400724, -79.804687 40.401988, -79.80432999999999 40.40533)))"
317,1400000US42003521401,4.9,521401,"MULTIPOLYGON (((-79.75828799999999 40.438935, -79.750741 40.438792, -79.744382 40.438657, -79.741788 40.438384, -79.739546 40.437878, -79.737754 40.437269, -79.73463700000001 40.435731, -79.732471 40.434155, -79.727248 40.428786, -79.72615399999999 40.427931, -79.724948 40.427412, -79.72340199999999 40.427157, -79.721514 40.427445, -79.712998 40.430416, -79.709872 40.430221, -79.70473 40.427562, -79.70478300000001 40.426324, -79.70697800000001 40.424016, -79.70693900000001 40.422319, -79.711833 40.419684, -79.71254500000001 40.418647, -79.71602799999999 40.417413, -79.716157 40.415728, -79.717231 40.413789, -79.720423 40.413982, -79.72233799999999 40.414919, -79.726826 40.414473, -79.72764599999999 40.412887, -79.727228 40.412194, -79.726018 40.412156, -79.72218700000001 40.409077, -79.72218599999999 40.408836, -79.723012 40.408293, -79.72777600000001 40.408315, -79.72881700000001 40.410685, -79.735736 40.412491, -79.737717 40.413426, -79.742728 40.418195, -79.74632200000001 40.4195, -79.74966499999999 40.422269, -79.750332 40.42368, -79.75123499999999 40.429771, -79.751699 40.432238, -79.752382 40.434072, -79.75486600000001 40.437685, -79.75828799999999 40.438935)))"
318,1400000US42003521402,17.1,521402,"MULTIPOLYGON (((-79.76608299999999 40.391133, -79.764906 40.392913, -79.764793 40.395258, -79.762855 40.397567, -79.761715 40.400405, -79.759198 40.401557, -79.757327 40.402346, -79.756933 40.403294, -79.757278 40.407529, -79.755737 40.410014, -79.75329600000001 40.411215, -79.75262600000001 40.412774, -79.752185 40.414876, -79.752195 40.416068, -79.752227 40.416726, -79.752202 40.417029, -79.750576 40.417998, -79.749623 40.419824, -79.74947400000001 40.420269, -79.74966499999999 40.422269, -79.74632200000001 40.4195, -79.742728 40.418195, -79.737717 40.413426, -79.735736 40.412491, -79.72881700000001 40.410685, -79.72777600000001 40.408315, -79.729193 40.408827, -79.730431 40.408473, -79.731981 40.406646, -79.73232 40.400235, -79.732523 40.399599, -79.73489499999999 40.397852, -79.73572299999999 40.399405, -79.738736 40.397716, -79.738648 40.395545, -79.73999499999999 40.395499, -79.742521 40.396926, -79.744634 40.396163, -79.748024 40.390757, -79.750682 40.390863, -79.75100399999999 40.389076, -79.751262 40.388357, -79.75517499999999 40.389133, -79.759807 40.392726, -79.762068 40.392768, -79.76480599999999 40.390027, -79.763898 40.386454, -79.764939 40.38721, -79.765342 40.38798, -79.765595 40.388583, -79.76586500000001 40.389422, -79.76608299999999 40.391133)))"
319,1400000US42003521500,8.9,521500,"MULTIPOLYGON (((-79.76483399999999 40.44584, -79.764663 40.446079, -79.76416399999999 40.447307, -79.762244 40.449183, -79.76011099999999 40.455799, -79.75783699999999 40.457965, -79.75779300000001 40.458552, -79.75859800000001 40.459863, -79.75638600000001 40.459675, -79.753513 40.460279, -79.74820099999999 40.457248, -79.74461100000001 40.456627, -79.73886299999999 40.457761, -79.73641000000001 40.456529, -79.735356 40.455374, -79.731651 40.453453, -79.73141099999999 40.453344, -79.718923 40.447055, -79.714626 40.445906, -79.713846 40.445839, -79.71135099999999 40.445884, -79.709526 40.448113, -79.708142 40.447673, -79.707379 40.446266, -79.703973 40.443652, -79.703992 40.441348, -79.70440499999999 40.436099, -79.704503 40.434025, -79.70473 40.427562, -79.709872 40.430221, -79.712998 40.430416, -79.721514 40.427445, -79.72340199999999 40.427157, -79.724948 40.427412, -79.72615399999999 40.427931, -79.727248 40.428786, -79.732471 40.434155, -79.73463700000001 40.435731, -79.737754 40.437269, -79.739546 40.437878, -79.741788 40.438384, -79.744382 40.438657, -79.750741 40.438792, -79.75828799999999 40.438935, -79.76060200000001 40.440611, -79.76346700000001 40.442635, -79.76669099999999 40.444004, -79.76483399999999 40.44584)))"
320,1400000US42003522000,24.2,522000,"MULTIPOLYGON (((-79.78325599999999 40.402649, -79.782725 40.403928, -79.78309 40.404343, -79.779883 40.407606, -79.77925399999999 40.409676, -79.77964 40.410552, -79.776973 40.416883, -79.77785299999999 40.416197, -79.778361 40.416131, -79.77752700000001 40.418115, -79.78129800000001 40.419025, -79.779861 40.422399, -79.775869 40.419039, -79.776532 40.417964, -79.776763 40.417302, -79.775666 40.413974, -79.77275400000001 40.414545, -79.775407 40.410281, -79.773228 40.409553, -79.771486 40.410405, -79.769868 40.408022, -79.769419 40.405979, -79.769499 40.40547, -79.76967999999999 40.404503, -79.772291 40.401698, -79.771664 40.399859, -79.77267399999999 40.400693, -79.77537599999999 40.402217, -79.774186 40.400579, -79.777553 40.40033, -79.778347 40.400628, -79.777957 40.401779, -79.78505699999999 40.400418, -79.78325599999999 40.402649)))"
321,1400000US42003523100,78.2,523100,"MULTIPOLYGON (((-79.88999200000001 40.461829, -79.88958700000001 40.463886, -79.889044 40.466494, -79.888749 40.467892, -79.888464 40.469194, -79.888137 40.470843, -79.88773500000001 40.473067, -79.88708099999999 40.47592, -79.886561 40.478184, -79.88498300000001 40.478813, -79.884665 40.479312, -79.883807 40.483212, -79.877252 40.48317, -79.865498 40.485069, -79.861166 40.486352, -79.85954099999999 40.487052, -79.857736 40.48545, -79.856899 40.485171, -79.85471699999999 40.484245, -79.85154300000001 40.482799, -79.84815 40.47843, -79.848085 40.478205, -79.84849699999999 40.47554, -79.852388 40.473562, -79.856545 40.473719, -79.858929 40.47218, -79.859211 40.470152, -79.861031 40.468121, -79.864499 40.466713, -79.86539999999999 40.465746, -79.86579500000001 40.462684, -79.866347 40.461065, -79.86604199999999 40.459418, -79.865381 40.458561, -79.867028 40.458547, -79.868278 40.456351, -79.871466 40.457143, -79.872608 40.45753, -79.871695 40.460565, -79.870256 40.460692, -79.870256 40.46117, -79.87173900000001 40.46103, -79.872878 40.460618, -79.874504 40.459263, -79.87521 40.459905, -79.875607 40.460686, -79.875531 40.461549, -79.87924099999999 40.459152, -79.883017 40.460079, -79.884125 40.460358, -79.884229 40.460383, -79.884781 40.460517, -79.88620299999999 40.460859, -79.888502 40.46143, -79.88969 40.461751, -79.88999200000001 40.461829)))"
322,1400000US42003523200,58.8,523200,"MULTIPOLYGON (((-79.866347 40.461065, -79.86579500000001 40.462684, -79.86539999999999 40.465746, -79.864499 40.466713, -79.861031 40.468121, -79.859211 40.470152, -79.858929 40.47218, -79.856545 40.473719, -79.852388 40.473562, -79.84849699999999 40.47554, -79.848586 40.474442, -79.848212 40.473228, -79.847038 40.468631, -79.846908 40.467635, -79.84687700000001 40.466402, -79.84723099999999 40.465065, -79.846126 40.463667, -79.843186 40.461555, -79.84255 40.462206, -79.84240200000001 40.461454, -79.84267 40.460214, -79.84298200000001 40.458673, -79.843009 40.458077, -79.844453 40.455592, -79.84478300000001 40.453201, -79.84379800000001 40.451937, -79.84374 40.45074, -79.844323 40.449646, -79.854219 40.452819, -79.854238 40.453613, -79.85547200000001 40.453606, -79.855537 40.457386, -79.85712700000001 40.45729, -79.85801600000001 40.459408, -79.860629 40.458594, -79.864822 40.458564, -79.865381 40.458561, -79.86604199999999 40.459418, -79.866347 40.461065)))"
323,1400000US42003523300,29.6,523300,"MULTIPOLYGON (((-79.84849699999999 40.47554, -79.846295 40.477836, -79.845507 40.477965, -79.84380299999999 40.477548, -79.839983 40.478408, -79.838258 40.478031, -79.83426900000001 40.479951, -79.83287900000001 40.480304, -79.832255 40.480568, -79.828716 40.481772, -79.825898 40.482253, -79.823207 40.483331, -79.819247 40.484202, -79.81927 40.483893, -79.819998 40.482894, -79.822536 40.480386, -79.822103 40.475168, -79.82195400000001 40.474309, -79.82028800000001 40.47299, -79.81953799999999 40.472002, -79.82020799999999 40.471192, -79.823037 40.469988, -79.82504900000001 40.468005, -79.826123 40.466202, -79.826942 40.465643, -79.828648 40.464839, -79.83034000000001 40.46471, -79.832196 40.465677, -79.832848 40.466622, -79.83460599999999 40.467417, -79.835902 40.467307, -79.837457 40.466689, -79.838826 40.465713, -79.839873 40.463491, -79.840733 40.462483, -79.84126500000001 40.461181, -79.84238999999999 40.460391, -79.84267 40.460214, -79.84240200000001 40.461454, -79.84255 40.462206, -79.843186 40.461555, -79.846126 40.463667, -79.84723099999999 40.465065, -79.84687700000001 40.466402, -79.846908 40.467635, -79.847038 40.468631, -79.848212 40.473228, -79.848586 40.474442, -79.84849699999999 40.47554)))"
324,1400000US42003523400,31.6,523400,"MULTIPOLYGON (((-79.844453 40.455592, -79.843009 40.458077, -79.84298200000001 40.458673, -79.84267 40.460214, -79.84238999999999 40.460391, -79.84126500000001 40.461181, -79.840733 40.462483, -79.839873 40.463491, -79.838826 40.465713, -79.837457 40.466689, -79.835902 40.467307, -79.83460599999999 40.467417, -79.832848 40.466622, -79.832196 40.465677, -79.83034000000001 40.46471, -79.828648 40.464839, -79.826942 40.465643, -79.826123 40.466202, -79.825158 40.465566, -79.824431 40.464701, -79.823061 40.456464, -79.823239 40.454839, -79.826131 40.452697, -79.826391 40.452244, -79.82704099999999 40.449775, -79.82836399999999 40.444355, -79.82952 40.444314, -79.835346 40.44507, -79.84044799999999 40.449854, -79.84374 40.45074, -79.84379800000001 40.451937, -79.84478300000001 40.453201, -79.844453 40.455592)))"
325,1400000US42003523501,45.1,523501,"MULTIPOLYGON (((-79.826123 40.466202, -79.82504900000001 40.468005, -79.823037 40.469988, -79.82020799999999 40.471192, -79.81953799999999 40.472002, -79.82028800000001 40.47299, -79.82195400000001 40.474309, -79.822103 40.475168, -79.822536 40.480386, -79.819998 40.482894, -79.81927 40.483893, -79.819247 40.484202, -79.817792 40.484975, -79.816745 40.48467, -79.81454100000001 40.483849, -79.81129300000001 40.483865, -79.809679 40.482901, -79.807868 40.481642, -79.80466199999999 40.481369, -79.80078399999999 40.480716, -79.79961900000001 40.477538, -79.799693 40.476838, -79.796997 40.474243, -79.796401 40.470684, -79.795687 40.469384, -79.796049 40.468151, -79.79832 40.467812, -79.79948899999999 40.464886, -79.80107599999999 40.463883, -79.804215 40.46231, -79.80471799999999 40.460697, -79.805571 40.460397, -79.811238 40.460463, -79.813729 40.461598, -79.81461299999999 40.462178, -79.814739 40.462263, -79.816722 40.463617, -79.819204 40.464026, -79.823061 40.466295, -79.82472799999999 40.465703, -79.824431 40.464701, -79.825158 40.465566, -79.826123 40.466202)))"
