,geo_id,% of Population Identifying as Black,Census tract,geometry
128,1400000US42003415002,0.1,415002,"MULTIPOLYGON (((-79.93868000000001 40.554047, -79.936049 40.554114, -79.918509 40.554788, -79.914643 40.551533, -79.914298 40.549834, -79.91412 40.549591, -79.913706 40.550057, -79.912514 40.553184, -79.909661 40.554992, -79.908069 40.555105, -79.907025 40.559265, -79.905022 40.561173, -79.90483999999999 40.563711, -79.902523 40.565486, -79.90097400000001 40.568824, -79.896186 40.569808, -79.893286 40.571841, -79.892431 40.571839, -79.89379099999999 40.569366, -79.892915 40.568786, -79.88851699999999 40.568348, -79.88608499999999 40.570056, -79.881767 40.570955, -79.878574 40.57104, -79.875255 40.570885, -79.87216600000001 40.568203, -79.869241 40.568161, -79.867093 40.565965, -79.86485999999999 40.566432, -79.86329000000001 40.567131, -79.86163000000001 40.566966, -79.85942799999999 40.565943, -79.859388 40.565495, -79.858649 40.563709, -79.85681099999999 40.561942, -79.853758 40.560695, -79.858317 40.560624, -79.85904600000001 40.560609, -79.868996 40.560352, -79.868351 40.547269, -79.868343 40.546903, -79.874529 40.54678, -79.87454700000001 40.552101, -79.877392 40.551758, -79.884422 40.550965, -79.886888 40.548653, -79.889059 40.549321, -79.890809 40.55102, -79.892365 40.550982, -79.89232 40.549515, -79.89709999999999 40.549187, -79.896066 40.548684, -79.895934 40.546144, -79.898477 40.542623, -79.900752 40.543672, -79.90299400000001 40.539581, -79.902817 40.538051, -79.904028 40.539515, -79.904348 40.546092, -79.90749 40.547245, -79.908546 40.547775, -79.910194 40.5483, -79.91019900000001 40.546985, -79.91296 40.546863, -79.91270799999999 40.540866, -79.911096 40.537733, -79.91309699999999 40.536165, -79.917813 40.536061, -79.920367 40.535977, -79.92714599999999 40.535857, -79.927121 40.534271, -79.93765399999999 40.534152, -79.937714 40.53461, -79.937804 40.537191, -79.93793700000001 40.539596, -79.938208 40.54342, -79.93853 40.549855, -79.93857800000001 40.55067, -79.938613 40.551325, -79.938658 40.552165, -79.93868000000001 40.554047)))"
129,1400000US42003416000,0,416000,"MULTIPOLYGON (((-79.811297 40.561932, -79.806299 40.562061, -79.80016999999999 40.562261, -79.798196 40.56229, -79.783749 40.562667, -79.775699 40.562828, -79.774 40.562863, -79.772052 40.562955, -79.770807 40.560257, -79.76954499999999 40.557436, -79.76854299999999 40.554996, -79.766119 40.55083, -79.76509 40.549238, -79.76369800000001 40.546025, -79.764172 40.544264, -79.771137 40.544153, -79.774548 40.544024, -79.77516300000001 40.544739, -79.77977300000001 40.546907, -79.781195 40.548224, -79.783985 40.548415, -79.788866 40.548323, -79.788757 40.545565, -79.795052 40.545378, -79.795248 40.547225, -79.798976 40.549119, -79.80622700000001 40.548935, -79.807903 40.548899, -79.807907 40.549532, -79.80805100000001 40.553994, -79.81116299999999 40.553967, -79.81117999999999 40.555577, -79.811297 40.561932)))"
130,1400000US42003417100,0,417100,"MULTIPOLYGON (((-79.795052 40.545378, -79.788757 40.545565, -79.788866 40.548323, -79.783985 40.548415, -79.781195 40.548224, -79.77977300000001 40.546907, -79.77516300000001 40.544739, -79.774548 40.544024, -79.771137 40.544153, -79.77425700000001 40.542065, -79.779972 40.541217, -79.781222 40.541135, -79.78771999999999 40.541239, -79.790626 40.541137, -79.79483500000001 40.540934, -79.794935 40.543035, -79.79497600000001 40.543687, -79.795052 40.545378)))"
131,1400000US42003417200,0.4,417200,"MULTIPOLYGON (((-79.79483500000001 40.540934, -79.790626 40.541137, -79.78771999999999 40.541239, -79.781222 40.541135, -79.779972 40.541217, -79.77425700000001 40.542065, -79.771137 40.544153, -79.764172 40.544264, -79.766091 40.540713, -79.768478 40.538779, -79.772762 40.536327, -79.779239 40.534455, -79.783753 40.534108, -79.79478899999999 40.535785, -79.79483500000001 40.540934)))"
132,1400000US42003418000,0.1,418000,"MULTIPOLYGON (((-79.807903 40.548899, -79.80622700000001 40.548935, -79.798976 40.549119, -79.795248 40.547225, -79.795052 40.545378, -79.79497600000001 40.543687, -79.794935 40.543035, -79.79483500000001 40.540934, -79.79478899999999 40.535785, -79.805012 40.537455, -79.80756599999999 40.537284, -79.80756700000001 40.540802, -79.807621 40.542547, -79.807903 40.548899)))"
133,1400000US42003419000,0.9,419000,"MULTIPOLYGON (((-79.868996 40.560352, -79.85904600000001 40.560609, -79.858317 40.560624, -79.853758 40.560695, -79.850137 40.560761, -79.826466 40.561558, -79.823584 40.561673, -79.82364099999999 40.56297, -79.822175 40.566339, -79.811443 40.566534, -79.811297 40.561932, -79.81117999999999 40.555577, -79.81116299999999 40.553967, -79.80805100000001 40.553994, -79.807907 40.549532, -79.807903 40.548899, -79.807621 40.542547, -79.80756700000001 40.540802, -79.80756599999999 40.537284, -79.80851199999999 40.537125, -79.813647 40.536624, -79.820606 40.536364, -79.82234 40.536166, -79.827562 40.535202, -79.83082 40.534342, -79.835272 40.532634, -79.842302 40.529804, -79.846321 40.527073, -79.848426 40.525126, -79.849434 40.523553, -79.850196 40.521716, -79.850494 40.520508, -79.851748 40.520645, -79.854883 40.520873, -79.85527 40.528789, -79.85550600000001 40.536414, -79.8677 40.535942, -79.868343 40.546903, -79.868351 40.547269, -79.868996 40.560352)))"
134,1400000US42003420000,11.4,420000,"MULTIPOLYGON (((-79.865864 40.495565, -79.86281099999999 40.49765, -79.859216 40.497693, -79.85917499999999 40.496435, -79.856864 40.498169, -79.851113 40.493601, -79.85192600000001 40.492884, -79.856537 40.488976, -79.85933300000001 40.487142, -79.85954099999999 40.487052, -79.861166 40.486352, -79.865498 40.485069, -79.86568699999999 40.489046, -79.865786 40.491525, -79.865864 40.495565)))"
135,1400000US42003421100,0.4,421100,"MULTIPOLYGON (((-79.891153 40.497034, -79.887353 40.498669, -79.883633 40.499245, -79.883634 40.499182, -79.879762 40.499419, -79.878623 40.503694, -79.87267199999999 40.503888, -79.87278000000001 40.50971, -79.87164199999999 40.510333, -79.871923 40.517053, -79.872237 40.527164, -79.867259 40.522247, -79.86757900000001 40.528512, -79.85527 40.528789, -79.854883 40.520873, -79.851748 40.520645, -79.850494 40.520508, -79.85096900000001 40.515864, -79.849451 40.507425, -79.849341 40.506895, -79.849326 40.506821, -79.84885300000001 40.503658, -79.84968000000001 40.497589, -79.85033900000001 40.49594, -79.851113 40.493601, -79.856864 40.498169, -79.85917499999999 40.496435, -79.859216 40.497693, -79.86281099999999 40.49765, -79.865864 40.495565, -79.865786 40.491525, -79.86568699999999 40.489046, -79.865498 40.485069, -79.877252 40.48317, -79.883807 40.483212, -79.8882 40.483948, -79.888175 40.48644, -79.884592 40.487329, -79.884666 40.490461, -79.884604 40.490922, -79.889832 40.491527, -79.88997000000001 40.494805, -79.891153 40.497034)))"
136,1400000US42003421200,1.5,421200,"MULTIPOLYGON (((-79.902145 40.499766, -79.90105 40.500391, -79.899394 40.497146, -79.90001599999999 40.496101, -79.89786700000001 40.495135, -79.89681299999999 40.493005, -79.898959 40.493147, -79.901712 40.493658, -79.901787 40.493673, -79.902145 40.499766)), ((-79.93765399999999 40.534152, -79.927121 40.534271, -79.92714599999999 40.535857, -79.920367 40.535977, -79.917813 40.536061, -79.91309699999999 40.536165, -79.91447599999999 40.531035, -79.911643 40.528768, -79.91180900000001 40.527092, -79.915015 40.526998, -79.914981 40.526328, -79.914676 40.519693, -79.914586 40.517734, -79.914079 40.508597, -79.912902 40.507761, -79.911289 40.508672, -79.90857699999999 40.508737, -79.90831799999999 40.503806, -79.902356 40.503978, -79.90222900000001 40.50024, -79.90806499999999 40.500071, -79.90783500000001 40.495377, -79.908771 40.495104, -79.916836 40.496506, -79.925304 40.497286, -79.925416 40.497292, -79.925417 40.497396, -79.92549099999999 40.49905, -79.927363 40.497671, -79.933436 40.497287, -79.93557199999999 40.497218, -79.93606800000001 40.497203, -79.93626999999999 40.502679, -79.93664 40.512128, -79.93696300000001 40.518859, -79.93765399999999 40.534152)))"
137,1400000US42003422000,0,422000,"MULTIPOLYGON (((-79.915015 40.526998, -79.91180900000001 40.527092, -79.911643 40.528768, -79.91447599999999 40.531035, -79.91309699999999 40.536165, -79.911096 40.537733, -79.91270799999999 40.540866, -79.91296 40.546863, -79.91019900000001 40.546985, -79.910194 40.5483, -79.908546 40.547775, -79.90749 40.547245, -79.904348 40.546092, -79.904028 40.539515, -79.902817 40.538051, -79.90299400000001 40.539581, -79.900752 40.543672, -79.898477 40.542623, -79.895934 40.546144, -79.896066 40.548684, -79.89709999999999 40.549187, -79.89232 40.549515, -79.892365 40.550982, -79.890809 40.55102, -79.889059 40.549321, -79.886888 40.548653, -79.884422 40.550965, -79.877392 40.551758, -79.87454700000001 40.552101, -79.874529 40.54678, -79.868343 40.546903, -79.8677 40.535942, -79.85550600000001 40.536414, -79.85527 40.528789, -79.86757900000001 40.528512, -79.867259 40.522247, -79.872237 40.527164, -79.871923 40.517053, -79.87164199999999 40.510333, -79.87278000000001 40.50971, -79.87267199999999 40.503888, -79.878623 40.503694, -79.879762 40.499419, -79.883634 40.499182, -79.883633 40.499245, -79.887353 40.498669, -79.891153 40.497034, -79.88997000000001 40.494805, -79.889832 40.491527, -79.896912 40.492614, -79.89681299999999 40.493005, -79.89786700000001 40.495135, -79.90001599999999 40.496101, -79.899394 40.497146, -79.90105 40.500391, -79.902145 40.499766, -79.90222900000001 40.50024, -79.902356 40.503978, -79.90831799999999 40.503806, -79.90857699999999 40.508737, -79.911289 40.508672, -79.912902 40.507761, -79.914079 40.508597, -79.914586 40.517734, -79.914676 40.519693, -79.914981 40.526328, -79.915015 40.526998)))"
138,1400000US42003423000,4.5,423000,"MULTIPOLYGON (((-79.908771 40.495104, -79.90783500000001 40.495377, -79.90806499999999 40.500071, -79.90222900000001 40.50024, -79.902145 40.499766, -79.901787 40.493673, -79.901712 40.493658, -79.898959 40.493147, -79.89681299999999 40.493005, -79.896912 40.492614, -79.896933 40.492403, -79.896959 40.491908, -79.897604 40.487879, -79.90162599999999 40.488985, -79.90142400000001 40.486189, -79.905354 40.486726, -79.90692300000001 40.487098, -79.907352 40.4872, -79.907698 40.492292, -79.907757 40.492376, -79.909324 40.493376, -79.908771 40.495104)))"
139,1400000US42003424000,5.2,424000,"MULTIPOLYGON (((-79.94045800000001 40.496389, -79.93606800000001 40.497203, -79.93557199999999 40.497218, -79.933436 40.497287, -79.927363 40.497671, -79.92549099999999 40.49905, -79.925417 40.497396, -79.925416 40.497292, -79.925304 40.497286, -79.916836 40.496506, -79.908771 40.495104, -79.909324 40.493376, -79.907757 40.492376, -79.907698 40.492292, -79.907352 40.4872, -79.91248299999999 40.488273, -79.915182 40.488835, -79.917249 40.489258, -79.92356700000001 40.490717, -79.925044 40.490999, -79.927922 40.491538, -79.93296100000001 40.491647, -79.934338 40.49157, -79.93557199999999 40.491491, -79.938012 40.491067, -79.938355 40.490983, -79.93888200000001 40.492639, -79.938609 40.495172, -79.940017 40.495792, -79.94045800000001 40.496389)))"
140,1400000US42003425000,0.6,425000,"MULTIPOLYGON (((-79.958274 40.503868, -79.955388 40.503968, -79.9562 40.505376, -79.955426 40.505381, -79.950757 40.505525, -79.951888 40.508252, -79.95211999999999 40.508525, -79.948618 40.508666, -79.947496 40.507477, -79.946139 40.507604, -79.94507900000001 40.507506, -79.943228 40.507316, -79.94346 40.507083, -79.94434 40.506269, -79.944624 40.505729, -79.94457 40.505124, -79.944726 40.504307, -79.944788 40.504172, -79.943532 40.503951, -79.943657 40.503328, -79.94415100000001 40.503333, -79.942488 40.501479, -79.940547 40.501483, -79.94045800000001 40.496389, -79.940017 40.495792, -79.938609 40.495172, -79.93888200000001 40.492639, -79.938355 40.490983, -79.940911 40.490486, -79.94978 40.488095, -79.95126999999999 40.487586, -79.95307200000001 40.489542, -79.955713 40.491748, -79.956559 40.493337, -79.954714 40.493946, -79.950321 40.496952, -79.948121 40.498264, -79.950087 40.501739, -79.952169 40.502411, -79.954247 40.502, -79.95589 40.501759, -79.958202 40.501407, -79.958274 40.503868)))"
141,1400000US42003426300,0.2,426300,"MULTIPOLYGON (((-79.988921 40.553938, -79.982685 40.553955, -79.98271200000001 40.555142, -79.979927 40.555086, -79.979285 40.553796, -79.97122400000001 40.55414, -79.967338 40.55406, -79.958619 40.554261, -79.95842399999999 40.554263, -79.959541 40.549759, -79.960757 40.547539, -79.964395 40.543823, -79.96465600000001 40.54226, -79.962682 40.538353, -79.963944 40.536873, -79.96387300000001 40.536365, -79.96320299999999 40.535634, -79.961389 40.534254, -79.959918 40.532843, -79.960196 40.53187, -79.96044000000001 40.53279, -79.963308 40.531841, -79.966442 40.533194, -79.967752 40.535065, -79.968782 40.535685, -79.97054799999999 40.535682, -79.968684 40.533349, -79.968022 40.532519, -79.96989000000001 40.532077, -79.971625 40.531562, -79.973373 40.530801, -79.972514 40.528726, -79.974766 40.530695, -79.97731400000001 40.530678, -79.978594 40.53257, -79.98375799999999 40.53514, -79.984055 40.536886, -79.986251 40.53711, -79.987461 40.538966, -79.98831800000001 40.539457, -79.988456 40.543637, -79.988921 40.553938)))"
142,1400000US42003426400,0.4,426400,"MULTIPOLYGON (((-79.973373 40.530801, -79.971625 40.531562, -79.96989000000001 40.532077, -79.968022 40.532519, -79.968684 40.533349, -79.97054799999999 40.535682, -79.968782 40.535685, -79.967752 40.535065, -79.966442 40.533194, -79.963308 40.531841, -79.96044000000001 40.53279, -79.960196 40.53187, -79.959918 40.532843, -79.961389 40.534254, -79.96320299999999 40.535634, -79.96387300000001 40.536365, -79.963944 40.536873, -79.962682 40.538353, -79.962643 40.536584, -79.962226 40.535839, -79.958966 40.532428, -79.95759099999999 40.530936, -79.953734 40.530003, -79.95187 40.528958, -79.950571 40.527204, -79.949887 40.526258, -79.949361 40.525522, -79.948908 40.524224, -79.949335 40.523025, -79.95292999999999 40.520786, -79.953834 40.519394, -79.95468099999999 40.517709, -79.955027 40.516251, -79.952726 40.513118, -79.948228 40.510135, -79.947496 40.507477, -79.948618 40.508666, -79.95211999999999 40.508525, -79.951888 40.508252, -79.950757 40.505525, -79.955426 40.505381, -79.9562 40.505376, -79.95646499999999 40.506054, -79.957573 40.507646, -79.958336 40.508091, -79.959912 40.508437, -79.960252 40.5089, -79.96005599999999 40.509348, -79.959898 40.509782, -79.9602 40.509941, -79.960396 40.510101, -79.960733 40.510293, -79.96083299999999 40.510513, -79.96124399999999 40.511308, -79.961349 40.511649, -79.96041099999999 40.51287, -79.961837 40.513875, -79.961833 40.515654, -79.961928 40.516342, -79.963285 40.518565, -79.963466 40.51929, -79.96375999999999 40.521255, -79.96584199999999 40.520923, -79.96680000000001 40.520052, -79.968537 40.522234, -79.97058800000001 40.522778, -79.970956 40.52493, -79.97308700000001 40.526533, -79.972514 40.528726, -79.973373 40.530801)))"
143,1400000US42003426700,0,426700,"MULTIPOLYGON (((-79.95468099999999 40.517709, -79.953834 40.519394, -79.95292999999999 40.520786, -79.949335 40.523025, -79.948908 40.524224, -79.949361 40.525522, -79.949887 40.526258, -79.950571 40.527204, -79.950424 40.527272, -79.946913 40.52858, -79.94749899999999 40.529935, -79.945556 40.531822, -79.944076 40.531374, -79.93955800000001 40.531635, -79.937714 40.53461, -79.93765399999999 40.534152, -79.93696300000001 40.518859, -79.93664 40.512128, -79.93626999999999 40.502679, -79.93606800000001 40.497203, -79.94045800000001 40.496389, -79.940547 40.501483, -79.942488 40.501479, -79.94415100000001 40.503333, -79.943657 40.503328, -79.943532 40.503951, -79.944788 40.504172, -79.944726 40.504307, -79.94457 40.505124, -79.944624 40.505729, -79.94434 40.506269, -79.94346 40.507083, -79.943228 40.507316, -79.94507900000001 40.507506, -79.946139 40.507604, -79.947496 40.507477, -79.948228 40.510135, -79.952726 40.513118, -79.955027 40.516251, -79.95468099999999 40.517709)))"
144,1400000US42003426800,3.2,426800,"MULTIPOLYGON (((-79.964395 40.543823, -79.960757 40.547539, -79.959541 40.549759, -79.95842399999999 40.554263, -79.958231 40.554264, -79.95021699999999 40.554543, -79.946226 40.553886, -79.939188 40.554034, -79.93868000000001 40.554047, -79.938658 40.552165, -79.938613 40.551325, -79.93857800000001 40.55067, -79.93853 40.549855, -79.938208 40.54342, -79.93793700000001 40.539596, -79.937804 40.537191, -79.937714 40.53461, -79.93955800000001 40.531635, -79.944076 40.531374, -79.945556 40.531822, -79.94749899999999 40.529935, -79.946913 40.52858, -79.950424 40.527272, -79.950571 40.527204, -79.95187 40.528958, -79.953734 40.530003, -79.95759099999999 40.530936, -79.958966 40.532428, -79.962226 40.535839, -79.962643 40.536584, -79.962682 40.538353, -79.96465600000001 40.54226, -79.964395 40.543823)))"
145,1400000US42003427000,7.6,427000,"MULTIPOLYGON (((-79.982652 40.483063, -79.977498 40.483242, -79.97516400000001 40.483371, -79.976006 40.493691, -79.97615399999999 40.495311, -79.97108 40.495511, -79.971102 40.495438, -79.97046400000001 40.492889, -79.970375 40.491108, -79.97012700000001 40.488234, -79.969981 40.486113, -79.969854 40.483642, -79.97180899999999 40.483574, -79.972831 40.481808, -79.97241200000001 40.481379, -79.97065499999999 40.480751, -79.967418 40.478986, -79.96475599999999 40.477917, -79.965716 40.476502, -79.966768 40.475164, -79.967371 40.474553, -79.96868499999999 40.47275, -79.97003599999999 40.471108, -79.970767 40.470658, -79.972852 40.470341, -79.974575 40.469458, -79.974678 40.469436, -79.977193 40.470848, -79.97457 40.472203, -79.972115 40.475502, -79.973615 40.475759, -79.973596 40.475913, -79.97354 40.476209, -79.97403199999999 40.477231, -79.97578900000001 40.477476, -79.97860799999999 40.478817, -79.97940699999999 40.477378, -79.98253099999999 40.477281, -79.98251 40.478312, -79.982563 40.481569, -79.982652 40.483063)))"
146,1400000US42003427100,0,427100,"MULTIPOLYGON (((-79.98831800000001 40.539457, -79.987461 40.538966, -79.986251 40.53711, -79.984055 40.536886, -79.98375799999999 40.53514, -79.978594 40.53257, -79.97731400000001 40.530678, -79.974766 40.530695, -79.972514 40.528726, -79.97308700000001 40.526533, -79.970956 40.52493, -79.97058800000001 40.522778, -79.968537 40.522234, -79.96680000000001 40.520052, -79.96584199999999 40.520923, -79.96375999999999 40.521255, -79.963466 40.51929, -79.963285 40.518565, -79.961928 40.516342, -79.961833 40.515654, -79.961837 40.513875, -79.96041099999999 40.51287, -79.961349 40.511649, -79.96124399999999 40.511308, -79.96083299999999 40.510513, -79.960733 40.510293, -79.960396 40.510101, -79.9602 40.509941, -79.959898 40.509782, -79.96005599999999 40.509348, -79.960252 40.5089, -79.959912 40.508437, -79.958336 40.508091, -79.957573 40.507646, -79.96158699999999 40.50758, -79.963426 40.507552, -79.96611 40.504504, -79.96758699999999 40.504402, -79.96936700000001 40.504806, -79.97217499999999 40.502393, -79.974037 40.502425, -79.975844 40.501274, -79.97647000000001 40.500517, -79.977693 40.499251, -79.977954 40.498813, -79.980159 40.499738, -79.981296 40.501368, -79.98567799999999 40.502435, -79.98570100000001 40.503246, -79.986513 40.503988, -79.98662899999999 40.506272, -79.986869 40.510353, -79.986975 40.514115, -79.98759099999999 40.51936, -79.987619 40.519572, -79.988204 40.524112, -79.988236 40.524443, -79.988246 40.52693, -79.988242 40.52696, -79.988224 40.535891, -79.988264 40.537446, -79.98831800000001 40.539457)))"
147,1400000US42003427200,3.5,427200,"MULTIPOLYGON (((-79.98567799999999 40.502435, -79.981296 40.501368, -79.980159 40.499738, -79.977954 40.498813, -79.977693 40.499251, -79.97647000000001 40.500517, -79.975844 40.501274, -79.974037 40.502425, -79.97217499999999 40.502393, -79.96936700000001 40.504806, -79.96758699999999 40.504402, -79.96611 40.504504, -79.963426 40.507552, -79.96158699999999 40.50758, -79.957573 40.507646, -79.95646499999999 40.506054, -79.9562 40.505376, -79.955388 40.503968, -79.958274 40.503868, -79.958202 40.501407, -79.95589 40.501759, -79.954247 40.502, -79.952169 40.502411, -79.950087 40.501739, -79.948121 40.498264, -79.950321 40.496952, -79.954714 40.493946, -79.956559 40.493337, -79.955713 40.491748, -79.95307200000001 40.489542, -79.95126999999999 40.487586, -79.95535099999999 40.485907, -79.96069 40.482055, -79.96317500000001 40.479766, -79.96475599999999 40.477917, -79.967418 40.478986, -79.97065499999999 40.480751, -79.97241200000001 40.481379, -79.972831 40.481808, -79.97180899999999 40.483574, -79.969854 40.483642, -79.969981 40.486113, -79.97012700000001 40.488234, -79.970375 40.491108, -79.97046400000001 40.492889, -79.971102 40.495438, -79.97108 40.495511, -79.97615399999999 40.495311, -79.976006 40.493691, -79.983109 40.493526, -79.984077 40.493458, -79.98528 40.493619, -79.985646 40.501953, -79.98567799999999 40.502435)))"
148,1400000US42003428100,1.3,428100,"MULTIPOLYGON (((-79.98787900000001 40.476303, -79.98617400000001 40.477836, -79.986194 40.478317, -79.982686 40.478065, -79.98253099999999 40.477281, -79.97940699999999 40.477378, -79.97860799999999 40.478817, -79.97578900000001 40.477476, -79.97403199999999 40.477231, -79.97354 40.476209, -79.973596 40.475913, -79.973615 40.475759, -79.972115 40.475502, -79.97457 40.472203, -79.977193 40.470848, -79.978792 40.47161, -79.980313 40.47039, -79.981829 40.469316, -79.98296000000001 40.467263, -79.983868 40.466322, -79.98588100000001 40.471901, -79.98751900000001 40.475543, -79.98787900000001 40.476303)))"
149,1400000US42003428200,0.8,428200,"MULTIPOLYGON (((-80.00393200000001 40.496285, -79.997004 40.495063, -79.995392 40.494284, -79.995203 40.494018, -79.994142 40.494043, -79.994275 40.497068, -79.99097999999999 40.497174, -79.989625 40.497214, -79.989709 40.500658, -79.985646 40.501953, -79.98528 40.493619, -79.984077 40.493458, -79.983109 40.493526, -79.976006 40.493691, -79.97516400000001 40.483371, -79.977498 40.483242, -79.982652 40.483063, -79.982563 40.481569, -79.98251 40.478312, -79.98253099999999 40.477281, -79.982686 40.478065, -79.986194 40.478317, -79.98617400000001 40.477836, -79.98787900000001 40.476303, -79.98809199999999 40.476763, -79.99360900000001 40.477408, -79.995023 40.477361, -79.993414 40.476661, -79.993286 40.474592, -79.99186 40.473134, -79.997545 40.472982, -79.99761100000001 40.474591, -79.995833 40.474536, -79.995346 40.477361, -79.996517 40.479186, -79.99860700000001 40.479165, -79.998901 40.479808, -80.001683 40.480082, -80.001707 40.480666, -80.001767 40.482428, -80.00320600000001 40.482548, -80.00322 40.482939, -80.00393200000001 40.496285)))"
150,1400000US42003429100,5.8,429100,"MULTIPOLYGON (((-80.030629 40.511367, -80.02825799999999 40.509542, -80.026545 40.50898, -80.025098 40.510089, -80.023883 40.509766, -80.02148099999999 40.511569, -80.017765 40.514417, -80.01823899999999 40.514959, -80.02303000000001 40.520775, -80.022014 40.520758, -80.017605 40.520204, -80.01498100000001 40.519745, -80.013592 40.519081, -80.012483 40.517562, -80.00830499999999 40.514951, -80.004195 40.514038, -80.002848 40.513806, -79.999269 40.513249, -79.99398600000001 40.510927, -79.99112599999999 40.509381, -79.99006799999999 40.507998, -79.98930300000001 40.506838, -79.99017000000001 40.506216, -79.99016 40.505489, -79.98662899999999 40.506272, -79.986513 40.503988, -79.98570100000001 40.503246, -79.98567799999999 40.502435, -79.985646 40.501953, -79.989709 40.500658, -79.989625 40.497214, -79.99097999999999 40.497174, -79.994275 40.497068, -79.994142 40.494043, -79.995203 40.494018, -79.995392 40.494284, -79.997004 40.495063, -80.00393200000001 40.496285, -80.00402200000001 40.497788, -80.006985 40.497715, -80.00776 40.497978, -80.01068100000001 40.499096, -80.01102 40.50089, -80.012258 40.498879, -80.01303299999999 40.498731, -80.01698399999999 40.499834, -80.01783 40.497353, -80.020079 40.497709, -80.020257 40.498226, -80.021237 40.499643, -80.02188099999999 40.500122, -80.022694 40.50067, -80.025137 40.503397, -80.02644100000001 40.504303, -80.028419 40.505263, -80.029382 40.506071, -80.029335 40.509138, -80.030629 40.511367)))"
151,1400000US42003429201,1.2,429201,"MULTIPOLYGON (((-80.020866 40.553871, -80.007453 40.554036, -80.00185500000001 40.553976, -79.999588 40.553986, -79.99387400000001 40.554004, -79.99351 40.554002, -79.988921 40.553938, -79.988456 40.543637, -79.988921 40.543551, -79.99292 40.543387, -79.994326 40.543817, -79.994052 40.543414, -79.993877 40.539332, -79.993543 40.538691, -79.99742500000001 40.536208, -79.997956 40.535898, -79.99900100000001 40.535145, -80.00046399999999 40.531751, -80.002934 40.531819, -80.003766 40.532293, -80.00390899999999 40.531635, -80.00385300000001 40.530328, -80.007412 40.52991, -80.009939 40.530571, -80.01078200000001 40.532212, -80.011038 40.533096, -80.010987 40.536332, -80.012451 40.540863, -80.014484 40.543825, -80.016929 40.54592, -80.01748600000001 40.546845, -80.018829 40.549616, -80.019141 40.550321, -80.020866 40.553871)))"
152,1400000US42003429202,0.3,429202,"MULTIPOLYGON (((-80.007412 40.52991, -80.00385300000001 40.530328, -80.00390899999999 40.531635, -80.003766 40.532293, -80.002934 40.531819, -80.00046399999999 40.531751, -79.99900100000001 40.535145, -79.997956 40.535898, -79.99742500000001 40.536208, -79.993543 40.538691, -79.993877 40.539332, -79.994052 40.543414, -79.994326 40.543817, -79.99292 40.543387, -79.988921 40.543551, -79.988456 40.543637, -79.98831800000001 40.539457, -79.988264 40.537446, -79.988224 40.535891, -79.988242 40.52696, -79.988246 40.52693, -79.988236 40.524443, -79.988204 40.524112, -79.987619 40.519572, -79.98759099999999 40.51936, -79.986975 40.514115, -79.986869 40.510353, -79.98662899999999 40.506272, -79.99016 40.505489, -79.99017000000001 40.506216, -79.98930300000001 40.506838, -79.99006799999999 40.507998, -79.99112599999999 40.509381, -79.99398600000001 40.510927, -79.999269 40.513249, -80.002848 40.513806, -80.004195 40.514038, -80.005483 40.522821, -80.00563099999999 40.526023, -80.00573900000001 40.526366, -80.006681 40.527823, -80.009939 40.530571, -80.007412 40.52991)))"
153,1400000US42003429300,3.7,429300,"MULTIPOLYGON (((-80.064723 40.552712, -80.057187 40.552922, -80.043683 40.553325, -80.03821600000001 40.553495, -80.03725799999999 40.550831, -80.036914 40.548072, -80.03648099999999 40.547055, -80.03596899999999 40.545242, -80.03591 40.542743, -80.036039 40.540968, -80.03634099999999 40.538997, -80.03597499999999 40.53631, -80.035967 40.535078, -80.03577 40.531965, -80.03506899999999 40.529853, -80.03540599999999 40.528237, -80.035597 40.525748, -80.036131 40.525675, -80.03668399999999 40.525653, -80.036996 40.527426, -80.039644 40.527433, -80.040904 40.52851, -80.042243 40.527051, -80.04061799999999 40.523633, -80.039969 40.522256, -80.041152 40.522063, -80.042395 40.521705, -80.04367000000001 40.521715, -80.047433 40.521818, -80.048117 40.521891, -80.048085 40.521136, -80.051452 40.520447, -80.053088 40.516605, -80.053805 40.517797, -80.057092 40.517068, -80.058494 40.517637, -80.06232199999999 40.515864, -80.062641 40.519377, -80.062639 40.520041, -80.063345 40.531701, -80.063394 40.532711, -80.064048 40.542246, -80.064723 40.552712)))"
154,1400000US42003429400,1.6,429400,"MULTIPOLYGON (((-80.03821600000001 40.553495, -80.03492300000001 40.55362, -80.03433099999999 40.549142, -80.033005 40.547129, -80.03115200000001 40.545017, -80.029455 40.544072, -80.025109 40.540084, -80.021984 40.537056, -80.019672 40.534768, -80.019126 40.534017, -80.018142 40.531286, -80.017698 40.527881, -80.015666 40.524787, -80.013592 40.519081, -80.01498100000001 40.519745, -80.017605 40.520204, -80.022014 40.520758, -80.02303000000001 40.520775, -80.02528599999999 40.520986, -80.026878 40.522224, -80.02880999999999 40.522239, -80.02895100000001 40.524265, -80.032287 40.524109, -80.03495599999999 40.523906, -80.035597 40.525748, -80.03540599999999 40.528237, -80.03506899999999 40.529853, -80.03577 40.531965, -80.035967 40.535078, -80.03597499999999 40.53631, -80.03634099999999 40.538997, -80.036039 40.540968, -80.03591 40.542743, -80.03596899999999 40.545242, -80.03648099999999 40.547055, -80.036914 40.548072, -80.03725799999999 40.550831, -80.03821600000001 40.553495)))"
